Timestamp,miners-revenue
2019-12-19 00:00:00,14591652.0228841
2019-12-20 00:00:00,14124384.4575268
2019-12-21 00:00:00,15844785.3183124
2019-12-22 00:00:00,15337832.9734668
2019-12-23 00:00:00,13758030.7646397
2019-12-24 00:00:00,11525831.9084891
2019-12-25 00:00:00,11634910.2863679
2019-12-26 00:00:00,15752637.611085
2019-12-27 00:00:00,13514433.1871364
2019-12-28 00:00:00,13698700.7384132
2019-12-29 00:00:00,14317659.0176258
2019-12-30 00:00:00,15446347.0361434
2019-12-31 00:00:00,13152944.2201164
2020-01-01 00:00:00,15907075.7858818
2020-01-02 00:00:00,12576131.2232563
2020-01-03 00:00:00,15705586.471209
2020-01-04 00:00:00,15650931.3942571
2020-01-05 00:00:00,15404396.6232259
2020-01-06 00:00:00,13051403.0811154
2020-01-07 00:00:00,17646229.3032322
2020-01-08 00:00:00,14890476.7245234
2020-01-09 00:00:00,15730239.7133437
2020-01-10 00:00:00,15541380.5657432
2020-01-11 00:00:00,16893865.3907386
2020-01-12 00:00:00,15625350.6674988
2020-01-13 00:00:00,14633330.0813923
2020-01-14 00:00:00,15748081.3734265
2020-01-15 00:00:00,16792710.0748656
2020-01-16 00:00:00,17478168.636505
2020-01-17 00:00:00,17783148.0200682
2020-01-18 00:00:00,14834325.0760483
2020-01-19 00:00:00,16961771.1248425
2020-01-20 00:00:00,16034934.2929324
2020-01-21 00:00:00,16708344.241405
2020-01-22 00:00:00,17310387.5912493
2020-01-23 00:00:00,17169132.3178694
2020-01-24 00:00:00,16478219.0489395
2020-01-25 00:00:00,17146239.26569
2020-01-26 00:00:00,15373871.852787
2020-01-27 00:00:00,14226813.8664812
2020-01-28 00:00:00,16242549.0084109
2020-01-29 00:00:00,18887556.2843298
2020-01-30 00:00:00,18922276.3946485
2020-01-31 00:00:00,17040641.8640666
2020-02-01 00:00:00,17858163.3183205
2020-02-02 00:00:00,16944231.593907
2020-02-03 00:00:00,17467129.7546416
2020-02-04 00:00:00,15415016.36326
2020-02-05 00:00:00,19130672.8183499
2020-02-06 00:00:00,17105098.5956135
2020-02-07 00:00:00,17296713.6149433
2020-02-08 00:00:00,17511947.9489374
2020-02-09 00:00:00,19747647.2563808
2020-02-10 00:00:00,15671545.1161284
2020-02-11 00:00:00,19051941.2100874
2020-02-12 00:00:00,18763378.4859796
2020-02-13 00:00:00,18474198.4419548
2020-02-14 00:00:00,17892676.3265022
2020-02-15 00:00:00,18294966.9414571
2020-02-16 00:00:00,17801511.08347
2020-02-17 00:00:00,19823862.1987849
2020-02-18 00:00:00,19007001.5279857
2020-02-19 00:00:00,18406770.3412521
2020-02-20 00:00:00,15368284.8740307
2020-02-21 00:00:00,18886942.6943443
2020-02-22 00:00:00,18051502.9659413
2020-02-23 00:00:00,17684305.8236258
2020-02-24 00:00:00,17377835.2213733
2020-02-25 00:00:00,17822599.4317669
2020-02-26 00:00:00,15629013.6810431
2020-02-27 00:00:00,16401715.3340557
2020-02-28 00:00:00,17412081.0567263
2020-02-29 00:00:00,15277906.3501235
2020-03-01 00:00:00,19058740.702697
2020-03-02 00:00:00,16697791.7547892
2020-03-03 00:00:00,17037037.2303219
2020-03-04 00:00:00,18948989.9695022
2020-03-05 00:00:00,18562608.9764852
2020-03-06 00:00:00,18084440.7557398
2020-03-07 00:00:00,18200369.580492
2020-03-08 00:00:00,17385259.2570763
2020-03-09 00:00:00,15003719.0413104
2020-03-10 00:00:00,13309094.5286119
2020-03-11 00:00:00,11906436.352487
2020-03-12 00:00:00,13544827.8769228
2020-03-13 00:00:00,8634486.98165652
2020-03-14 00:00:00,8986521.2261113
2020-03-15 00:00:00,8103100.66412195
2020-03-16 00:00:00,7889846.94060429
2020-03-17 00:00:00,8477516.57450476
2020-03-18 00:00:00,6941254.71929466
2020-03-19 00:00:00,7981376.24196957
2020-03-20 00:00:00,9446456.6579134
2020-03-21 00:00:00,9873966.12841585
2020-03-22 00:00:00,9996191.20726949
2020-03-23 00:00:00,8912695.38775182
2020-03-24 00:00:00,11290318.1081887
2020-03-25 00:00:00,8111093.56505244
2020-03-26 00:00:00,13691118.2118555
2020-03-27 00:00:00,13411241.2554212
2020-03-28 00:00:00,10989618.9333618
2020-03-29 00:00:00,11822813.2911171
2020-03-30 00:00:00,11637863.3799015
2020-03-31 00:00:00,13165642.8313156
2020-04-01 00:00:00,12386579.1867395
2020-04-02 00:00:00,13018917.4093132
2020-04-03 00:00:00,11436511.5514712
2020-04-04 00:00:00,13560678.0014824
2020-04-05 00:00:00,14957634.8766792
2020-04-06 00:00:00,11485342.6768563
2020-04-07 00:00:00,15735459.9608062
2020-04-08 00:00:00,13302461.4215237
2020-04-09 00:00:00,14241012.6272215
2020-04-10 00:00:00,14368680.593185
2020-04-11 00:00:00,13917060.6896329
2020-04-12 00:00:00,13349664.7131069
2020-04-13 00:00:00,14683700.7327373
2020-04-14 00:00:00,14587959.1353395
2020-04-15 00:00:00,14558871.7374524
2020-04-16 00:00:00,13495677.8347836
2020-04-17 00:00:00,11584618.6908067
2020-04-18 00:00:00,14261973.7785588
2020-04-19 00:00:00,13731416.2140145
2020-04-20 00:00:00,14513595.7291591
2020-04-21 00:00:00,13280755.4956055
2020-04-22 00:00:00,11597010.0622321
2020-04-23 00:00:00,13203833.9171429
2020-04-24 00:00:00,14000287.8021753
2020-04-25 00:00:00,13029925.9247904
2020-04-26 00:00:00,13360910.3301689
2020-04-27 00:00:00,13997087.9010893
2020-04-28 00:00:00,15084394.0350117
2020-04-29 00:00:00,15737371.4387275
2020-04-30 00:00:00,16397343.7651328
2020-05-01 00:00:00,17578400.0138616
2020-05-02 00:00:00,17019209.5407702
2020-05-03 00:00:00,19630255.3423323
2020-05-04 00:00:00,17898623.6303281
2020-05-05 00:00:00,18282730.7640675
2020-05-06 00:00:00,20611754.9554308
2020-05-07 00:00:00,18246780.7005844
2020-05-08 00:00:00,18271845.620501
2020-05-09 00:00:00,17375844.0015605
2020-05-10 00:00:00,19252835.575272
2020-05-11 00:00:00,17168436.3390022
2020-05-12 00:00:00,8950520.33366681
2020-05-13 00:00:00,7822621.0542868
2020-05-14 00:00:00,8245134.85128987
2020-05-15 00:00:00,8969982.47707204
2020-05-16 00:00:00,8429266.32745205
2020-05-17 00:00:00,7112392.24211133
2020-05-18 00:00:00,9800851.10620265
2020-05-19 00:00:00,8879553.7575469
2020-05-20 00:00:00,8810740.96343472
2020-05-21 00:00:00,9450405.20057815
2020-05-22 00:00:00,7770388.92415917
2020-05-23 00:00:00,7843058.63019165
2020-05-24 00:00:00,7286826.33878152
2020-05-25 00:00:00,7689659.79284451
2020-05-26 00:00:00,7687822.76814688
2020-05-27 00:00:00,9241012.00693874
2020-05-28 00:00:00,8457127.38821037
2020-05-29 00:00:00,8526743.18954307
2020-05-30 00:00:00,9913195.96576446
2020-05-31 00:00:00,9542417.4585863
2020-06-01 00:00:00,8910754.39107795
2020-06-02 00:00:00,8941264.80720643
2020-06-03 00:00:00,9081230.36860107
2020-06-04 00:00:00,9764314.20040038
2020-06-05 00:00:00,11573082.6899895
2020-06-06 00:00:00,12477168.3999888
2020-06-07 00:00:00,9821022.7645001
2020-06-08 00:00:00,10379765.6243221
2020-06-09 00:00:00,10182263.0439178
2020-06-10 00:00:00,10401186.386667
2020-06-11 00:00:00,11473619.1499784
2020-06-12 00:00:00,9866334.58133083
2020-06-13 00:00:00,9622452.78417518
2020-06-14 00:00:00,10380781.5378385
2020-06-15 00:00:00,8280410.59960841
2020-06-16 00:00:00,9617963.21008684
2020-06-17 00:00:00,8709273.10823802
2020-06-18 00:00:00,7714420.95468918
2020-06-19 00:00:00,8736099.47769752
2020-06-20 00:00:00,8238014.00234774
2020-06-21 00:00:00,9006615.2058985
2020-06-22 00:00:00,8923565.20117743
2020-06-23 00:00:00,9964641.89522986
2020-06-24 00:00:00,8594577.4593605
2020-06-25 00:00:00,8504016.54820617
2020-06-26 00:00:00,9950436.65769901
2020-06-27 00:00:00,8059992.05896448
2020-06-28 00:00:00,8666896.61256926
2020-06-29 00:00:00,8562734.80271627
2020-06-30 00:00:00,8801310.46204946
2020-07-01 00:00:00,10124055.9362646
2020-07-02 00:00:00,9907317.70423729
2020-07-03 00:00:00,9873738.20676215
2020-07-04 00:00:00,9203934.10591
2020-07-05 00:00:00,9453537.18129459
2020-07-06 00:00:00,9573702.5263014
2020-07-07 00:00:00,9827305.84595956
2020-07-08 00:00:00,9269106.00709557
2020-07-09 00:00:00,10324012.452296
2020-07-10 00:00:00,9821730.66445103
2020-07-11 00:00:00,9308390.99757443
2020-07-12 00:00:00,9012154.57131376
2020-07-13 00:00:00,8910800.3628078
2020-07-14 00:00:00,9003009.80517444
2020-07-15 00:00:00,8552242.70922882
2020-07-16 00:00:00,8476261.34494985
2020-07-17 00:00:00,7439212.40619956
2020-07-18 00:00:00,8257260.54422192
2020-07-19 00:00:00,8030628.81677879
2020-07-20 00:00:00,8809861.14917053
2020-07-21 00:00:00,8215338.73446885
2020-07-22 00:00:00,9764974.36846801
2020-07-23 00:00:00,9402091.57921377
2020-07-24 00:00:00,10810915.0426475
2020-07-25 00:00:00,9515131.31193061
2020-07-26 00:00:00,10587041.6037513
2020-07-27 00:00:00,11099308.3016979
2020-07-28 00:00:00,12037341.111269
2020-07-29 00:00:00,12189404.7472878
2020-07-30 00:00:00,11301864.6984554
2020-07-31 00:00:00,12639960.4220093
2020-08-01 00:00:00,11439834.2341845
2020-08-02 00:00:00,11205874.8463142
2020-08-03 00:00:00,12873862.5784736
2020-08-04 00:00:00,11438679.0832375
2020-08-05 00:00:00,10806917.3916886
2020-08-06 00:00:00,13771270.4382111
2020-08-07 00:00:00,12898632.9438048
2020-08-08 00:00:00,11292366.647165
2020-08-09 00:00:00,12105371.3641104
2020-08-10 00:00:00,11774383.1865932
2020-08-11 00:00:00,12966824.4492047
2020-08-12 00:00:00,12684820.6087768
2020-08-13 00:00:00,11879252.2971003
2020-08-14 00:00:00,13709961.9922364
2020-08-15 00:00:00,12537672.5372401
2020-08-16 00:00:00,12130221.317492
2020-08-17 00:00:00,10390360.2175087
2020-08-18 00:00:00,12747409.9454137
2020-08-19 00:00:00,11920459.626279147
2020-08-20 00:00:00,12309250.391919043
2020-08-21 00:00:00,12988330.809193192
2020-08-22 00:00:00,11060458.286919411
2020-08-23 00:00:00,12250514.724347962
2020-08-24 00:00:00,11845489.149642441
